--- scanner 0 ---
615,499,683
-748,-781,588
392,-638,-524
-453,892,-689
-127,159,-103
-782,-721,695
793,523,765
558,953,-776
-960,-476,-523
620,476,721
748,920,-718
-389,915,-762
-885,-408,-561
-647,775,719
266,-564,461
-396,937,-868
270,-648,-624
-608,-779,712
338,-641,-737
254,-682,345
274,-501,402
-729,775,740
-932,-413,-581
-673,894,662
797,944,-790
7,45,10

--- scanner 1 ---
741,375,-668
-552,824,562
476,379,502
-428,760,-619
-397,584,-575
623,498,481
-544,561,562
-594,737,553
-353,-681,449
399,-865,-542
593,-789,566
-483,-813,429
436,-871,-641
-734,-667,-472
624,503,524
724,-783,582
-6,-108,68
544,374,-693
-735,-502,-498
-837,-498,-475
-55,64,-68
-430,672,-514
523,407,-667
611,-671,615
-473,-716,381
335,-884,-472

--- scanner 2 ---
-914,766,798
469,846,754
-437,-731,736
734,343,-726
-475,-717,-211
609,-329,896
-106,-45,191
-496,707,-495
-470,-673,926
789,434,-691
573,-824,-512
-69,132,53
-446,-745,975
497,-386,803
-867,810,971
553,-797,-603
740,-395,810
454,786,832
-453,-823,-218
-891,728,793
-615,764,-469
-615,785,-551
412,821,760
776,388,-637
-498,-644,-275
540,-760,-483

--- scanner 3 ---
-524,-538,-395
103,-3,-46
460,-719,486
321,605,323
776,432,-831
-600,777,-833
308,611,584
475,-813,-816
-488,870,-890
-889,839,414
786,452,-829
565,-571,443
311,647,350
-659,-425,605
-544,-629,-422
-734,806,341
-689,-488,654
-357,784,-824
-622,-579,520
23,159,-153
623,-696,476
453,-809,-777
-821,845,513
418,-822,-945
-557,-509,-459
726,656,-845

--- scanner 4 ---
-541,-656,440
-10,-75,-63
-612,717,-638
-685,463,472
775,632,-926
851,-575,-643
840,-523,322
-458,638,-643
-511,534,467
838,-720,301
822,-548,-727
714,-498,-603
593,618,-918
-462,-589,347
424,539,589
410,524,526
-515,668,-693
743,-607,240
-509,511,405
451,649,530
-703,-571,-627
-502,-636,447
-739,-614,-651
783,658,-973
-576,-632,-579

--- scanner 5 ---
-665,-409,-640
580,456,607
644,-810,678
695,563,619
662,629,-518
793,645,-524
150,102,2
532,-775,699
-324,-516,473
404,-409,-423
-666,-435,-805
-721,486,535
-768,-412,-809
-404,444,-591
-417,-588,597
-41,166,-147
505,-578,-436
-284,512,-626
680,678,-636
-325,-626,641
463,-738,722
-689,577,577
33,-10,-78
585,505,504
-414,492,-494
468,-479,-442
-787,423,533

--- scanner 6 ---
-389,-744,966
280,521,735
514,385,-746
-751,281,-275
-490,-575,953
-600,385,696
680,-744,749
376,-702,-590
-701,331,-271
-579,390,498
-795,-548,-293
-610,403,634
681,-718,584
-577,-549,-325
374,-597,-678
-453,-674,947
-600,285,-214
343,-641,-502
11,-80,18
383,560,775
437,550,808
681,328,-774
618,441,-653
783,-741,580
-598,-523,-292

--- scanner 7 ---
-814,382,569
-695,662,-875
-748,-547,-619
617,459,714
653,526,832
-812,302,626
-688,-469,-604
-622,736,-783
427,-405,-759
874,716,-632
484,-498,-647
-723,-541,-562
803,659,-768
-712,-330,717
-716,719,-948
771,-375,320
-630,-508,741
493,-491,-890
-777,483,695
829,-565,287
656,325,771
-668,-503,764
8,45,-138
843,-326,296
782,613,-638
157,-84,-35

--- scanner 8 ---
542,-467,-537
-28,133,-147
752,665,-663
-758,-699,439
-552,827,-761
504,-439,-539
599,-645,587
653,496,517
703,510,741
-537,-598,-838
-673,508,396
-701,-724,445
-688,898,-818
-445,-671,-764
-430,517,389
633,-452,643
-716,-664,367
-153,18,-40
-561,451,303
701,643,-698
713,512,721
753,699,-869
620,-535,509
-682,806,-715
461,-439,-492
-372,-692,-821

--- scanner 9 ---
619,724,-335
512,690,-275
-700,-328,-408
434,-674,499
-600,-450,-418
-599,902,-580
-786,809,667
-839,855,472
326,-332,-555
643,447,582
-637,827,-648
-813,-396,-415
-923,-666,675
514,488,534
-916,-748,778
514,-502,493
-936,-689,699
385,-324,-492
476,-632,378
269,-312,-374
-657,874,-643
577,589,582
636,550,-277
-176,81,21
-812,812,418
-86,-33,137

--- scanner 10 ---
-593,578,586
707,569,-399
-516,-584,-763
684,-719,-792
-523,-396,703
-506,-295,586
769,-540,702
-587,589,603
130,-8,-144
-742,595,567
831,604,-432
516,336,420
53,117,-10
745,-707,-821
820,-700,-866
741,-578,704
769,-497,749
-582,854,-772
851,594,-514
-496,-673,-745
610,501,403
537,409,477
-529,840,-869
-535,-352,701
-570,-594,-642
-526,802,-682

--- scanner 11 ---
319,-669,-507
494,606,-678
-784,489,835
-761,513,822
717,770,711
24,-55,-116
-789,-577,418
-117,-59,68
429,-586,-596
393,654,-615
-843,410,815
-801,-576,443
440,-607,-501
-727,810,-577
-562,-686,-676
352,606,-744
-527,-604,-521
253,-720,363
-597,695,-615
-769,689,-535
-418,-578,-633
312,-835,376
760,716,738
-711,-693,487
714,521,685
414,-723,420

--- scanner 12 ---
108,-62,137
675,619,-838
-490,730,-396
650,-803,619
-504,759,-468
-396,-736,-378
49,91,-38
350,-485,-391
496,345,383
-452,798,-394
-526,559,644
-580,-754,728
-465,-824,-327
-431,-851,-345
530,-840,606
-68,-4,61
709,546,-689
-627,-648,817
-475,505,646
442,391,370
621,-867,586
407,300,425
659,418,-802
337,-317,-356
-574,-791,752
-663,532,677
346,-446,-413

--- scanner 13 ---
517,380,780
712,434,805
688,437,-507
-376,-832,659
476,-594,-398
432,-670,721
403,-622,551
-145,-151,101
-656,-731,-420
-464,-766,553
-530,792,756
-591,730,602
-714,-672,-309
-582,779,718
-119,-3,-38
-938,594,-504
-802,738,-503
-739,559,-449
-432,-882,571
461,-598,-566
556,-612,-481
744,372,-527
-756,-597,-419
433,-537,670
668,364,-618
699,449,744

--- scanner 14 ---
-356,750,674
509,-497,827
535,-387,-541
-417,637,769
-634,-556,498
-125,-4,51
488,-284,-464
487,859,645
-545,-583,-482
535,743,-808
-720,-620,526
-542,-567,-447
-438,834,771
611,809,753
463,725,-645
-69,171,-19
534,-280,-631
612,-571,782
-786,-590,485
-563,721,-571
-471,-505,-474
531,-501,666
-556,701,-610
0,8,-124
511,786,-772
-463,768,-531
527,782,782

--- scanner 15 ---
575,-495,291
-578,-505,-845
818,-626,-566
-566,-465,-779
-637,-541,862
-339,767,-476
-765,685,773
-639,-395,-753
453,829,-402
456,803,-651
410,856,-456
-343,898,-430
363,616,596
391,674,659
-483,-483,815
-336,792,-485
676,-560,-566
541,-602,351
-630,-442,844
715,-619,293
-854,641,769
-27,91,43
-854,791,676
438,654,664
777,-497,-518
140,58,-82

--- scanner 16 ---
368,-450,-636
554,829,-546
548,674,-510
-336,593,-527
-710,-669,771
460,-523,-710
759,577,833
681,-422,567
-538,-682,-364
-437,610,-410
721,483,831
-625,536,554
-588,539,786
-564,560,648
-619,-654,-409
-676,-476,715
295,-429,-693
639,-457,495
-697,-586,637
808,483,682
-581,-682,-411
-393,622,-412
537,680,-527
