88578,88119,36620
47284,65523,33494
58606,16747,55999
40991,85566,60119
91623,26594,26700
16770,70975,76232
23079,51888,72508
55737,44238,74352
14593,1047,59712
27244,82475,55158
4325,32328,55224
98318,6894,97698
92311,45887,78669
66357,34523,28202
3826,79572,50455
84470,53406,3296
13657,90366,65383
58672,30180,40602
26285,62771,88350
43575,28960,16123
66092,77305,11399
26612,83394,52761
43538,81007,13081
32446,83253,26021
79902,35490,75208
99729,61350,3536
93236,24783,11960
9418,99969,89504
32299,19174,8470
68257,93173,309
16818,73927,61700
39911,55516,62598
98229,56193,41991
82257,49065,68948
99586,46327,29721
27410,38674,30875
14998,68776,53629
17324,46301,14563
95555,95332,62013
73743,91108,82277
14659,56829,92354
24437,78491,60477
31291,2749,74867
31601,80728,44055
60327,88204,76478
22305,76302,63080
64963,47589,50308
49236,6939,72495
49669,92268,88424
72559,11385,76222
81137,72017,29565
43664,18932,18272
56714,37255,46428
52970,31593,35032
79087,68235,56733
12508,38481,70923
18167,15792,86011
42842,31509,86810
36499,81350,58014
86811,49038,22716
15222,11404,45691
94012,95743,49835
23645,51255,48863
85111,98452,48996
99946,58307,35175
46040,17130,80225
1382,93348,50937
93006,66929,23123
95932,91681,6506
75680,62579,65680
53738,65644,18103
19379,52012,17535
6526,61808,34359
48792,96578,3035
258,65029,21788
69629,93850,66808
66734,16528,99029
71968,47703,6743
70575,94570,22517
94402,5739,16549
14187,47877,11513
56204,24621,7083
43685,7753,59557
77821,34305,66262
53238,23288,4487
94657,23308,42069
94788,55191,62716
98258,71480,52179
78837,44360,64698
90127,71002,4610
15103,80080,29482
45110,95850,54489
82813,78990,3202
18651,90094,47614
84271,55430,2264
92192,76742,54028
15998,19957,50618
86876,37987,62950
64480,58947,21261
89725,21657,87703
41835,26387,48999
90522,49124,65871
31670,99557,50809
36947,50855,45723
18749,87539,62358
46869,21125,32563
67622,57288,74567
73157,5144,32827
53195,11971,90266
98125,7165,44773
60723,69364,6778
80264,20533,50571
97937,32404,87327
36686,96669,99139
29955,88425,63681
21072,71322,98402
41045,37772,33585
14299,41821,89231
21639,82041,6922
57825,99703,92545
62186,1461,82959
71523,60212,81856
80533,18960,97007
60572,21702,48132
81438,88213,28382
72393,67254,94704
63491,59558,52412
47468,56643,601
10483,53497,51221
92823,54077,65579
15749,2864,83036
14106,48677,76161
41155,27150,80418
85319,77736,52604
36357,37413,75387
38522,86460,81429
87139,19234,33260
2045,5895,54921
12883,49661,31979
66977,31307,22576
82507,38443,78239
83185,4579,22123
47468,93052,75972
34416,8876,92296
47848,52742,82787
17107,57479,72524
41163,49255,1871
86438,27165,66231
59255,96018,39815
17374,2167,52233
64139,86094,97794
97477,50013,21444
6364,73142,10821
83010,91800,92783
52376,54944,59349
15771,74734,50157
48014,96320,56648
61024,80857,11151
21537,73660,19876
69896,52549,68833
74023,97096,25402
92397,66269,5459
34353,14555,8617
96527,17308,72150
50663,67435,29516
27375,28443,38444
55584,94705,24498
64327,91112,14611
68844,48709,17730
55558,32975,41214
58806,37368,47286
86290,52900,10056
66220,84867,53765
28329,7680,77279
40360,7164,54302
11454,49187,66678
57392,3797,70847
2434,70699,63093
49989,91650,34832
37816,4930,47372
65539,74066,22742
5844,85041,70935
65329,11043,97306
80026,40080,92152
897,80326,88609
1610,69699,34305
42575,44106,8338
88353,95711,20420
8920,64255,75460
88359,35446,18772
40540,99321,35951
47543,27619,60230
7275,25951,61120
43104,98183,13384
85885,78432,50972
75218,88816,23228
25312,76966,18981
53524,79075,82222
67672,46513,65462
96641,22301,56110
42758,77109,98146
52963,39318,2919
87288,65436,11366
45348,47355,80636
22314,85923,7284
16812,39759,11195
61372,72256,28005
43689,95481,67127
30777,72080,74244
88226,19303,87504
70055,1779,86562
62613,33062,33771
18516,72491,56513
13407,69541,25411
48774,4088,21998
71728,67980,93146
61518,92657,38383
50405,88420,17669
37055,45753,75139
83965,22900,21539
97853,61105,33734
15445,9731,30921
40059,90110,93487
53279,85765,46846
57867,90598,56679
14701,83246,5622
5026,74327,23044
40661,69780,50646
52466,68664,7485
3198,74819,72603
77212,37666,52312
46268,77389,80995
65960,60853,83038
931,35054,34669
78349,98930,36778
12973,71294,73930
71386,78712,40983
99293,66910,98647
32888,2802,23396
70951,36583,11198
62258,96278,61806
58608,88263,93202
54159,49239,45330
27725,46219,66652
72409,14722,34260
87507,50958,74103
67708,59992,3578
16315,77120,64800
16156,78549,87552
78138,39194,5522
34987,86015,92824
45448,42838,61281
83354,24416,18869
59378,5108,39885
97165,35422,81944
28632,98499,49491
19344,75937,90797
44442,25615,33902
50960,32184,93916
57896,13308,61387
53734,84672,18194
8660,28733,4652
78185,3157,18943
98317,66564,73722
39622,44173,13257
80304,41566,77998
2613,35622,41642
12424,93436,36799
55874,67410,88379
53576,37098,28996
33013,73365,26094
41442,16895,93060
69026,50404,23541
2409,89035,88211
53876,98704,18933
21174,50362,52574
62384,39994,25209
49930,98823,52757
45905,26601,42889
53216,31422,95451
11809,60789,41100
17425,7129,21009
191,59331,33074
82286,57626,4379
18996,25744,45777
73469,93524,76170
43165,83829,42679
3489,90380,19287
32130,82827,89429
36788,57685,97554
16496,54760,19802
81414,88462,99738
73314,24047,61708
62101,47588,37247
76559,84377,44008
58802,37729,76039
15010,75811,87123
86933,94115,82123
54009,43027,50596
54859,83864,38417
70884,85400,52967
17627,45951,31465
73990,73400,57850
52021,18604,23930
87155,37099,7360
36814,97317,73876
3217,97060,22855
80471,52071,5789
90240,54347,27961
72653,17088,95274
99522,76702,64574
78799,52143,10644
96717,37956,92741
56362,29034,4448
73447,23800,18279
19230,90590,642
58228,32856,16682
31128,47114,22318
77459,63932,87232
80393,92179,71614
62857,20743,3132
58382,28939,54649
56645,94728,79653
58994,90751,73198
65900,78107,89014
90685,96942,499
82143,71151,9875
74299,1835,35686
77183,79082,99241
61967,66923,46218
44660,5166,80608
12440,87949,50417
93660,31937,20171
51566,73911,49147
76489,70697,81120
18200,25957,52203
69689,24355,24167
48075,56746,29142
55367,7511,46569
93532,58396,73816
52087,84390,39320
10307,46088,98507
98000,40016,44082
38433,87651,12631
41767,95520,38953
57279,41175,71466
93367,88331,28212
41147,35131,70028
51993,865,96054
26764,83674,88651
41090,91802,43988
21936,61758,95795
18182,94724,96470
5987,72144,66828
25793,80778,31168
74537,22398,16245
33788,91256,62234
40226,67461,71641
69037,85276,84486
60114,89239,18636
78594,28511,483
70567,32202,5127
92907,22244,67532
53367,28230,51419
12074,70336,54016
94426,19283,79413
7719,42852,32624
44550,91786,24090
97273,3739,93760
8831,75645,3776
96717,82553,15939
74863,10174,19805
26696,51237,10575
12286,83670,70284
26504,47694,10852
47738,25780,84304
47083,68345,50461
55218,9260,70932
18736,145,57506
72396,38545,15870
36036,28495,2010
38976,23655,89418
99289,95832,62180
77239,78871,40829
10664,172,13678
39821,83437,67887
10299,72788,94927
83400,25480,29054
42411,43523,59394
46661,86695,72759
60626,21494,31729
68666,61021,43766
87881,31838,19206
41987,24719,55464
75537,55383,61279
30045,46251,63105
2764,83664,24651
65808,49167,90101
28234,6223,74430
81855,74700,89081
94227,56483,81006
96802,10429,48855
28096,20137,83805
3425,91918,27848
50614,46203,7156
76465,59663,60926
53923,21136,74495
85388,66276,87336
9765,87723,82726
27125,65073,66716
48124,34212,86025
61266,39362,71303
37360,689,7460
58180,72545,86518
90051,37290,47549
57274,62249,28082
62532,47721,22828
75117,46554,43674
95864,6455,88933
40290,6083,36924
92521,6928,26464
59497,93747,23590
18093,71649,90930
94193,80055,31973
14041,29596,98503
55364,87998,80534
52284,48295,8888
47311,72900,94508
3406,91750,20636
6997,50787,78274
79767,15581,51682
8091,73539,7367
57512,24650,85517
46699,68150,33589
55767,84255,45963
28070,7738,4006
24909,55346,90549
29859,48240,24838
79393,19012,95121
97229,28011,49772
42006,21000,77443
81733,99744,93278
86772,34673,12126
19502,8203,28912
49824,67526,1034
28700,78641,50796
88714,76573,79637
9000,58932,40939
97347,68200,88525
81868,51195,73324
19668,77366,63521
69747,99475,20393
99004,25685,26652
67189,26833,99404
82438,82069,75500
63793,91857,19743
56003,62275,99455
21208,52161,24086
12587,75911,75477
60748,77278,44501
29130,79526,96000
11519,33212,21564
64069,84475,6960
83223,9102,9204
48583,37369,34848
85319,78194,98461
42201,40008,32526
90572,73261,23034
3555,82822,72487
86232,68174,62182
7327,92475,47795
61731,40954,93078
89619,53775,5051
20159,63661,35080
10732,58177,98809
66904,42146,3558
28876,9491,57770
55301,16215,90925
38560,35173,60721
38335,55880,41396
69552,47655,23115
42786,55539,81821
57261,14542,86677
29204,26290,66068
26339,70222,36976
74487,73724,43976
20030,94128,40714
64785,65197,87178
27590,55060,20400
8599,93405,62889
94617,69964,53095
55078,44070,12480
83077,86697,2062
95161,29458,72081
62766,76286,1287
27855,3131,56247
98134,42162,31215
99861,83101,94708
66605,53108,24683
16216,73581,70808
13462,23078,91388
30671,20981,90629
963,98599,31141
66767,72922,48643
931,64677,98264
17199,23020,79835
78277,69206,82762
